"token","n","joy","anger","anticipation","disgust","fear","sadness","surprise","trust","negative","positive"
"repisa",1,0,0,0,0,0,0,0,0,0,0
"repleto",2,0,0,0,1,0,0,0,0,0,1
"replicacion",1,0,0,0,0,0,0,0,0,0,0
"repollo",1,0,0,0,0,0,0,0,0,0,0
"reponer",1,0,0,0,0,0,0,0,0,0,1
"reportado",1,0,0,0,0,0,0,0,0,0,0
"reporte",1,0,0,0,0,0,0,0,0,0,0
"reportero",1,0,0,0,0,0,0,0,1,0,1
"reposicionar",1,0,0,0,0,0,0,0,0,0,0
"repositorio",1,0,0,0,0,0,0,0,0,0,0
"reposo",1,0,0,0,0,0,0,0,0,0,1
"reprension",1,0,0,0,0,0,0,0,0,1,0
"represalia",1,0,1,0,0,1,1,0,0,1,0
"represalias",1,0,1,0,0,1,0,0,0,1,0
"representacion",2,0,0,0,0,0,0,0,0,0,0
"representado",1,0,0,0,0,0,0,0,0,0,1
"representando",2,0,0,1,0,0,0,0,0,0,0
"representante",1,0,0,0,0,0,0,0,0,0,0
"representar",1,0,0,0,0,0,0,0,0,0,0
"represion",1,0,0,0,0,1,0,0,0,1,0
"reprimenda",1,0,1,0,0,0,0,0,0,1,0
"reprimido",1,0,0,0,0,0,0,0,0,0,0
"reprimir",2,0,1,0,0,1,1,0,0,1,0
"reproche",1,0,1,0,1,0,1,0,0,1,0
"reproduccion",1,0,0,0,0,0,0,0,0,0,0
"reproducir",1,0,0,0,0,0,0,0,0,0,0
"reproductivo",1,1,0,0,0,0,0,0,0,0,1
"reptil",1,0,0,0,0,0,0,0,0,0,0
"republica",1,0,0,0,0,0,0,0,0,1,0
"republicano",1,0,0,0,0,0,0,0,0,0,0
"repudio",1,0,1,0,1,0,0,0,0,1,0
"repuesto",1,0,0,0,0,0,0,0,0,0,0
"repugnancia",1,0,1,0,1,1,0,0,0,1,0
"repugnante",2,0,1,0,1,1,0,0,0,1,0
"repulsion",1,0,0,0,1,1,0,0,0,1,0
"reputacion",2,0,0,0,0,0,0,0,0,0,0
"requerido",1,0,0,0,0,0,0,0,0,0,0
"requiem",1,0,0,0,0,0,1,0,0,0,0
"requisar",1,0,0,0,0,0,0,0,0,0,0
"requisito",2,0,0,0,0,0,0,0,0,0,0
"requisito previo",1,0,0,1,0,0,0,0,0,0,0
"resbaloso",1,0,0,0,0,0,0,0,0,0,0
"rescate",2,1,1,1,0,1,0,1,1,1,1
"rescindir",1,0,0,0,0,0,0,0,0,1,0
"rescision",1,0,0,0,0,0,0,0,0,1,0
"reseccion",1,0,0,0,0,1,0,0,0,0,0
"resentido",1,0,1,0,0,0,0,0,0,1,0
"resentimiento",2,0,1,0,1,0,1,0,0,1,0
"resentirse de",1,0,1,0,0,0,0,0,0,1,0
"reserva",3,0,0,0,0,0,0,0,0,0,1
"reservado",2,0,0,0,0,0,0,0,0,1,0
"reservas",1,0,0,0,0,0,0,0,0,0,0
"reservorio",1,0,0,0,0,0,0,0,0,0,0
"residencia",1,0,0,0,0,0,0,0,0,0,0
"residencias",1,0,0,0,0,0,0,0,0,0,0
"residente",1,0,0,0,0,0,0,0,0,0,1
"residir",2,0,0,0,0,0,0,0,0,0,0
"residual",1,0,0,0,0,0,0,0,0,0,0
"residuo",1,0,0,0,0,0,0,0,0,0,0
"resignacion",1,0,0,0,0,0,1,1,0,1,0
"resiliencia",1,0,0,0,0,0,0,0,0,0,0
"resiliente",1,0,0,0,0,0,0,0,0,0,1
"resina",1,0,0,0,0,0,0,0,0,0,0
"resistador",1,0,0,0,0,0,0,0,0,0,1
"resistencia",2,0,1,0,0,0,0,0,0,1,1
"resistente",2,1,0,0,0,1,0,0,1,1,1
"resistido",1,0,0,0,0,0,0,0,0,0,0
"resistiendo",1,0,1,0,0,1,1,0,0,1,0
"resistir",1,0,0,0,0,0,0,0,0,1,0
"resistir a",1,0,0,1,0,1,0,0,0,0,1
"resma",1,0,0,0,0,0,0,0,0,0,0
"resolucion",1,0,0,0,0,0,0,0,0,0,0
"resolver",3,0,0,0,0,0,0,0,0,0,0
"resonador",1,0,0,0,0,0,0,0,0,0,0
"resonancia",1,0,0,0,0,0,0,0,0,0,0
"resonante",2,0,0,0,0,0,0,0,0,0,0
"resonar",1,0,0,0,0,0,0,0,0,0,0
"respectivo",1,0,0,0,0,0,0,0,0,0,0
"respecto a",1,0,0,0,0,0,0,0,0,0,1
"respetabilidad",1,0,0,0,0,0,0,0,0,0,1
"respetable",1,0,0,0,0,0,0,0,1,0,1
"respetado",1,0,0,0,0,0,0,0,0,0,0
"respeto",1,1,0,1,0,0,0,0,1,0,1
"respetuoso",1,0,0,0,0,0,0,0,1,0,1
"respiracion",1,0,0,0,0,0,0,0,0,0,0
"respiradero",1,0,1,0,0,0,0,0,0,0,0
"respirador",1,0,0,0,0,0,0,0,0,0,0
"respiro",1,1,0,0,0,0,0,0,1,0,1
"resplandeciente",2,1,0,0,0,0,0,0,0,0,1
"resplandor",3,1,1,1,0,0,0,0,1,1,1
"responder",2,0,0,0,0,0,0,0,0,0,0
"respondiendo",1,0,0,0,0,0,0,0,0,0,0
"responsabilidad",3,0,0,0,0,0,0,0,1,0,1
"responsable",3,0,0,0,0,0,0,0,1,0,1
"respuesta",2,0,0,0,0,0,0,0,0,0,0
"restablecer",1,0,0,0,0,0,0,0,0,0,0
"restante",1,0,0,0,0,0,0,0,0,0,0
"restauracion",1,0,0,0,0,0,0,0,0,0,0
"restaurado",1,0,0,0,0,0,0,0,0,0,0
"restaurando",1,0,0,0,0,0,0,0,0,0,1
"restaurante",1,0,0,0,0,0,0,0,0,0,0
"restaurar",1,0,0,0,0,0,0,0,0,0,1
"restaurativo",1,1,0,1,0,0,0,0,1,0,1
"restitucion",1,0,1,0,0,0,0,0,0,0,1
"resto",1,0,0,0,0,0,0,0,0,0,0
"restos",2,0,0,0,1,1,0,0,1,1,1
"restriccion",3,0,1,0,0,1,1,0,0,1,1
"restrictivo",1,0,0,0,0,0,0,0,0,1,0
"restringido",1,0,0,0,0,0,0,0,0,0,0
"restringir",1,0,0,0,0,0,1,0,0,1,0
"resucitacion",1,0,0,0,0,0,0,0,0,0,0
"resueltamente",1,0,0,0,0,0,0,0,0,0,1
"resuelto",2,0,0,0,0,0,0,0,0,0,0
"resultado",3,0,0,1,0,0,0,0,0,0,0
"resultante",1,0,0,1,0,0,0,0,0,0,0
"resumen",2,0,0,0,0,0,0,0,0,0,0
"resumir",1,0,0,0,0,0,0,0,0,0,0
"resurreccion",1,0,0,0,0,0,0,0,0,0,0
"retaguardia",1,0,0,0,0,0,0,0,0,0,0
"retardar",1,0,0,0,1,1,1,0,0,1,0
"retazo",1,0,0,0,0,0,0,0,0,0,0
"retazo o restos",1,0,0,0,0,0,0,0,0,0,0
"retencion",1,0,0,0,0,0,0,0,0,0,1
"retener",2,0,0,0,0,0,0,0,1,0,0
"retentivo",1,0,0,0,0,0,0,0,0,0,0
"reticente",1,0,0,0,0,1,0,0,0,1,0
"retina",1,0,0,0,0,0,0,0,0,0,0
"retirada",1,0,0,0,0,0,0,0,0,1,0
"retirar",2,0,1,0,0,1,1,0,0,1,0
"retirarse",1,0,0,0,0,0,0,0,0,1,0
"retiro",1,0,0,0,0,0,0,0,0,0,0
"retocando",1,0,0,0,0,0,0,0,0,0,0
"retocar",1,0,0,0,0,0,0,0,0,0,0
"retorcerse",1,0,0,0,1,0,0,0,0,1,0
"retorcido",1,0,0,0,0,0,0,0,0,0,0
"retorica",1,0,0,0,0,0,0,0,0,0,0
"retorico",1,0,0,0,0,0,0,0,0,0,0
"retorta",1,0,0,0,0,0,0,0,0,1,0
"retozar",1,1,0,0,0,0,0,0,0,0,1
"retozon",1,1,0,1,0,0,0,1,0,0,1
"retraccion",1,0,0,0,0,0,0,0,0,1,0
"retractarse",1,0,0,0,0,0,0,0,0,0,0
"retraer",1,0,1,0,0,0,0,0,0,1,0
"retrasar",1,0,0,0,0,0,1,0,0,1,0
"retraso",3,0,0,0,0,0,0,0,0,1,0
"retratar",1,0,0,0,0,0,0,0,0,0,0
"retrato",2,0,0,0,0,0,0,0,0,0,0
"retribuido",1,0,0,0,0,0,0,0,0,0,0
"retroactivo",1,0,0,0,0,0,0,0,0,0,0
"retroceder",1,0,0,1,1,1,1,1,0,1,0
"retrocediendo",1,0,0,0,0,0,0,0,0,0,0
"retroceso",1,0,0,0,0,0,0,0,0,0,0
"retroexcavadora",1,0,0,0,0,0,0,0,0,0,0
"retrogrado",1,0,0,0,0,0,0,0,0,1,0
"retrospeccion",1,0,0,0,0,0,0,0,0,0,0
"retrospectivamente",1,0,0,0,0,0,0,0,0,0,0
"retrospectivo",1,0,0,0,0,0,0,0,0,0,0
"retruecano",1,0,0,0,0,0,0,0,0,0,0
"retumbar",1,0,0,0,0,0,0,0,0,0,0
"reumatismo",1,0,1,0,0,1,1,0,0,1,0
"reunion",5,0,0,1,0,0,0,0,1,0,1
"reunir",1,0,0,0,0,0,0,0,0,0,0
"reunirse con",1,0,0,0,0,0,0,0,0,0,0
"revelacion",2,0,0,0,0,0,1,0,0,1,0
"revelado",1,0,0,0,0,0,0,0,1,0,0
"revelar",2,0,0,0,0,0,0,0,0,0,0
"revendedor",1,0,0,0,0,0,0,0,0,0,0
"reventar",1,0,0,0,0,0,0,0,0,1,0
"reverberacion",1,0,0,0,0,0,0,0,0,0,0
"reverencia",1,1,0,0,0,0,0,0,1,0,1
"reverenciar",1,1,0,1,0,0,0,0,1,0,1
"reverendo",1,1,0,0,0,0,0,0,0,0,1
"reverente",1,0,0,0,0,0,0,0,0,0,0
"reversion",1,0,0,0,0,0,0,0,0,0,0
"reverso",1,0,0,0,0,0,0,0,0,0,0
"revertir",1,0,0,0,0,0,0,0,0,0,0
"revestimiento",2,0,0,0,0,0,0,0,0,0,0
"revirtiendo",1,0,0,0,0,0,0,0,0,0,0
"revisar",1,0,0,0,0,0,0,0,0,0,1
"revision",3,0,0,0,0,0,0,0,0,0,0
"revista",1,0,0,0,0,0,0,0,0,0,0
"revocacion",1,0,0,0,0,0,0,0,0,1,0
"revocar",2,0,1,0,1,1,1,0,0,1,0
"revolcarse por",1,0,0,0,1,0,1,0,0,1,0
"revoltijado",1,0,0,0,0,0,0,0,0,0,0
"revoltijo",1,0,0,0,0,0,0,0,0,1,0
"revoltoso",1,0,1,0,1,1,0,0,0,1,0
"revolucion",1,0,1,1,0,1,1,1,0,1,1
"revolucionar",1,0,0,0,0,0,0,0,0,0,0
"revolucionario",1,0,0,0,0,0,0,0,0,0,1
"revolver",1,0,1,0,0,1,1,0,0,1,0
"revuelta",1,0,1,0,0,0,0,1,0,1,0
"rey",1,0,0,0,0,0,0,0,0,0,1
"rezagado",1,0,1,1,1,0,1,0,0,1,0
"rezar",1,1,0,1,0,1,0,1,1,0,1
"rezumando",1,0,0,0,0,0,0,0,0,0,0
"rezumar",1,0,0,0,1,0,0,0,0,1,0
"riachuelo",1,0,0,0,0,0,0,0,0,0,0
"ribereno",1,0,0,0,0,0,0,0,0,0,0
"ridiculo",3,0,1,0,1,0,1,0,0,1,0
"rienda",1,0,0,0,0,0,0,0,0,1,0
"riesgo",1,0,0,1,0,1,0,0,0,1,0
"rifa",1,0,0,1,0,0,0,1,0,0,0
"rifle",1,0,1,0,0,1,0,0,0,1,0
"rifles",1,0,0,0,0,0,0,0,0,0,0
"rigidez",2,0,0,0,0,0,0,0,0,1,0
"rigido",2,0,0,0,0,0,0,0,1,1,0
"rigor",1,0,0,0,1,1,0,0,0,1,0
"riguroso",1,0,0,0,0,0,0,0,0,1,0
"rima",1,0,0,0,0,0,0,0,0,0,0
"rimador",1,0,0,0,0,0,0,0,0,0,0
"rincon",1,0,0,0,0,0,0,0,0,0,0
"rinones",1,0,0,0,0,0,0,0,0,0,0
"rio",1,0,0,0,0,0,0,0,0,0,0
"riqueza",3,1,0,0,0,0,0,0,1,0,1
"risa",1,1,0,0,0,0,0,1,0,0,1
"risa disimulada",1,0,0,0,0,0,0,0,0,0,1
"risilla",1,1,0,0,0,0,0,0,0,0,1
"risita",1,1,0,1,0,0,0,1,1,0,1
"ritmico",1,1,0,0,0,0,0,1,0,0,1
"ritmo",3,0,0,0,0,0,0,0,0,0,1
"rito",1,0,0,0,0,0,0,0,0,0,0
"ritual",1,0,0,0,0,0,0,0,0,0,0
"ritualista",1,0,0,0,0,0,0,0,0,0,0
"rival",1,0,0,0,0,0,0,0,0,0,0
"rivalidad",1,0,1,0,0,0,0,0,0,1,0
"rivalizar",1,0,0,0,0,0,0,0,0,0,0
"rizado",1,0,0,0,0,0,0,0,0,0,0
"rizar",1,0,0,0,0,0,0,0,0,0,0
"rizo",1,0,0,0,0,0,0,0,0,0,1
"robado",1,0,1,0,0,0,0,0,0,1,0
"robando",1,0,0,0,1,1,0,0,0,1,0
"robar",2,0,1,0,1,1,1,0,0,1,0
"roble",1,0,0,0,0,0,0,0,0,0,1
"robo",4,0,1,0,1,1,1,0,0,1,0
"robot",1,0,0,0,0,0,0,0,0,0,0
"robotica",1,0,0,0,0,0,0,0,0,0,0
"robusto",2,0,0,0,0,0,0,0,0,0,1
"roc",1,0,0,0,0,0,0,0,0,0,0
"roca",2,0,0,0,0,0,0,0,0,0,1
"rocas",1,0,0,0,0,0,0,0,0,0,0
"rociar",1,0,0,0,0,0,0,0,0,0,0
"rocin",1,0,1,0,0,0,0,0,0,1,0
"rocio",1,0,0,0,0,0,0,0,0,0,0
"rodaja",1,0,0,0,0,0,0,0,0,0,0
"rodar",2,0,0,0,0,0,0,0,0,0,0
"rodeando",2,0,0,0,0,0,0,0,0,0,0
"rodear",2,0,0,1,0,0,0,0,0,1,1
"rodera",1,0,0,0,0,0,0,0,0,0,0
"rodilla",1,0,0,0,0,0,0,0,0,0,0
"rodillo",1,0,0,0,0,0,0,0,0,0,0
"rodillos",1,0,0,0,0,0,0,0,0,0,0
"rogar a",1,0,0,0,0,0,0,0,0,0,0
"rojizo",1,0,0,0,0,0,0,0,0,0,0
"rojo",1,0,0,0,0,0,0,0,0,0,0
"role",1,0,0,0,0,0,0,0,0,0,0
"romance",1,1,0,1,0,1,1,1,1,0,1
"romanticismo",1,1,0,0,0,0,0,0,0,0,1
"romantico",1,1,0,1,0,0,0,0,1,0,1
"romero",1,0,0,0,0,0,0,0,0,0,0
"rompecabezas",1,0,0,0,0,0,0,0,0,0,0
"romper",1,0,1,0,0,1,1,1,0,1,0
"rompio",1,0,0,0,0,1,1,0,0,1,0
"ron",1,0,0,0,0,0,0,0,0,0,0
"roncha",1,0,0,0,0,0,0,0,0,0,0
"ronco",1,0,0,0,0,0,0,0,0,1,0
"ronquido",1,0,0,0,0,0,0,0,0,0,0
"ronroneo",1,1,0,0,0,0,0,0,1,0,1
"ropa",2,0,0,0,0,0,0,0,0,0,0
"ropa sucia",1,0,0,0,0,0,0,0,0,0,0
"rosa",1,0,0,0,0,0,0,0,0,0,0
"rosado",2,0,0,0,0,0,0,0,0,0,1
"rosario",2,0,0,0,0,0,0,0,0,0,0
"roseton",1,0,0,0,0,0,0,0,0,0,0
"rosquilla",1,0,0,0,0,0,0,0,0,0,0
"rostro",2,0,0,0,0,0,0,0,0,0,0
"rota",1,0,0,0,0,0,0,0,0,0,0
"rotacion",1,0,0,0,0,0,0,0,0,0,0
"roto",1,0,1,0,0,1,1,0,0,1,0
"rotonda",1,0,0,0,0,0,0,0,0,0,0
"rotor",1,0,0,0,0,0,0,0,0,0,0
"rotula",1,0,0,0,0,0,0,0,0,0,0
"rubi",1,0,0,0,0,0,0,0,0,0,0
"rubicundo",1,0,0,0,0,0,0,0,0,0,0
"rubio",1,0,0,0,0,0,0,0,0,0,0
"rubor",1,0,0,0,0,0,0,0,0,0,0
"rubrica",1,0,0,0,0,0,0,0,0,0,1
"ruda",1,0,0,0,0,0,1,0,0,1,0
"rudimentario",1,0,0,0,0,0,0,0,0,0,0
"rudimentos",1,0,0,0,0,0,0,0,0,0,0
"rueda",1,0,0,0,0,0,0,0,0,0,0
"rueda de andar",1,0,0,1,0,0,0,0,0,0,0
"ruedas",1,0,0,0,0,0,0,0,0,0,0
"rugido",1,0,0,0,0,0,0,0,0,0,0
"ruido",1,0,0,0,0,0,0,0,0,1,0
"ruido sordo",1,0,0,0,0,0,0,0,0,0,0
"ruidosamente",1,0,0,0,0,0,0,0,0,0,0
"ruidoso",2,0,1,0,0,0,0,0,0,1,0
"ruin",1,0,1,0,1,1,0,0,0,1,0
"ruina",2,0,0,0,0,1,1,0,0,1,0
"ruinas",1,0,0,0,0,0,0,0,0,1,0
"ruinoso",1,0,1,0,1,1,1,0,0,1,0
"ruisenor",1,0,0,0,0,0,0,0,0,0,0
"ruleta",1,0,0,1,0,0,0,0,0,0,0
"rumor",1,0,0,0,0,0,1,0,0,1,0
"rumoreado",1,0,0,0,0,0,0,0,0,0,0
"rumores",1,0,0,0,0,0,0,0,0,1,0
"runas",1,0,0,0,0,0,0,0,0,0,0
"ruptura",4,0,1,0,0,1,1,1,0,1,0
"rural",1,0,0,0,0,0,0,0,0,0,0
"rustico",1,0,0,0,0,0,0,0,0,0,0
"ruta",2,0,0,0,0,0,0,0,0,0,0
"rutina",2,0,0,0,0,0,0,0,1,0,1
"sabana",2,0,0,0,0,0,0,0,0,0,0
"sabiduria",1,0,0,0,0,0,0,0,1,0,1
"sabiendas",1,0,0,0,0,0,0,0,0,0,0
"sabio",3,0,0,0,0,0,0,0,1,0,1
"sable",2,0,1,0,0,1,0,0,0,1,0
"sabor",1,0,0,0,0,0,0,0,0,0,0
"saborear",2,1,0,1,1,0,1,0,1,0,1
"saboreo",1,0,0,0,0,0,0,0,0,0,0
"sabotaje",1,0,1,0,1,1,1,1,0,1,0
"sabroso",3,0,0,0,0,0,0,0,0,0,1
"sabueso",1,0,0,0,0,0,0,0,0,0,0
"sacacorchos",1,0,0,0,0,0,0,0,0,0,0
"sacapuntas",1,0,0,0,0,0,0,0,0,0,0
"sacerdocio",1,1,0,1,0,0,1,0,1,0,1
"sacerdotal",1,0,0,0,0,0,0,0,0,0,1
"sacerdote",1,0,0,0,0,0,0,0,1,0,1
"saciar",1,0,0,0,0,0,0,0,0,0,0
"saco",2,0,0,0,0,0,0,0,0,0,0
"sacramento",1,0,0,0,0,0,0,0,0,0,0
"sacrificio",1,0,1,0,1,1,1,1,0,1,0
"sacrificios",1,0,0,0,1,1,1,0,0,1,0
"sacudida",3,0,0,0,0,1,0,1,0,1,0
"sacudir",1,0,0,0,0,0,0,0,0,0,0
"saga",1,0,0,0,0,0,0,0,0,0,0
"sagrada escritura",1,0,0,0,0,0,0,0,1,0,0
"sagrado",1,0,0,0,0,0,0,0,0,0,0
"sal",1,0,0,0,0,0,0,0,0,0,0
"sala",1,0,0,0,0,0,0,0,0,0,0
"salado",1,0,0,0,0,0,0,0,0,0,0
"salamandra",1,0,0,0,0,0,0,0,0,0,0
"salario",1,1,0,1,0,0,0,0,1,0,1
"salarios",1,1,0,0,0,0,0,0,0,0,1
"salida",4,0,0,0,0,1,0,1,0,1,0
"salido",1,0,0,0,0,0,1,0,0,1,0
"saliente",4,0,0,0,0,0,0,0,0,0,1
"salina",1,0,0,0,0,0,0,0,0,0,0
"salir",2,0,0,1,0,0,1,0,0,0,1
"saliva",1,0,0,1,0,0,0,0,0,0,0
"salmo",1,0,0,0,0,0,0,0,0,0,1
"salmuera",1,0,0,0,0,0,0,0,0,0,0
"salobre",1,0,0,0,0,0,0,0,0,0,0
"salon",5,0,1,0,0,0,0,0,0,1,0
"salon de baile",1,0,0,0,0,0,0,0,0,0,0
"salpicar",1,0,0,0,0,0,0,0,0,0,0
"salsa",2,0,0,0,0,0,0,0,0,0,0
"saltamontes",1,0,0,0,0,0,0,0,0,0,0
"saltar",2,0,0,0,0,0,0,0,0,1,0
"salto",2,1,0,0,0,0,0,0,0,0,1
"salud",1,0,0,0,0,0,0,0,0,0,0
"saludable",3,1,0,0,0,0,0,0,1,0,1
"saludar",1,0,0,0,0,0,0,0,0,0,0
"saludo",3,1,0,0,0,0,0,1,0,0,1
"saludos",1,0,0,0,0,0,0,0,1,0,1
"salvacion",1,1,0,1,0,0,0,0,1,0,1
"salvado",1,0,0,0,1,0,0,0,0,0,0
"salvaguardia",1,0,0,0,0,0,0,0,1,0,1
"salvaje",3,0,1,0,0,1,0,1,0,1,0
"salvajismo",1,0,1,0,0,1,0,0,0,1,0
"salvar",1,0,0,0,0,0,0,0,0,0,0
"salvo",1,0,0,0,0,0,0,0,0,0,0
"samba",1,0,0,0,0,0,0,0,0,0,0
"samurai",1,0,0,0,0,1,0,0,0,0,1
"sanar",1,1,0,0,0,0,0,0,1,0,1
"sancion",1,0,0,0,0,0,0,0,0,0,0
"sancionada",1,0,0,0,0,0,0,0,0,0,0
"sandalia",1,0,0,0,0,0,0,0,0,0,0
"sangrado",1,0,0,0,1,1,1,0,0,1,0
"sangrar",1,0,0,0,0,0,0,0,1,0,0
"sangre",2,0,1,0,1,1,1,0,0,1,0
"sangria",1,0,0,0,0,0,0,0,0,0,0
"sangriento",2,0,1,0,1,1,1,0,0,1,0
"sanguijuela",1,0,0,0,0,0,0,0,0,1,0
"sanguijuelas",1,0,0,0,1,1,0,0,0,1,0
"sanguinario",1,0,1,0,1,1,0,0,0,1,0
"sanitario",1,0,0,0,0,0,0,0,0,0,1
"sano",3,1,0,0,0,0,0,0,1,0,1
"sans",1,0,0,0,0,0,0,0,0,0,0
"santidad",2,1,0,1,0,1,0,1,1,0,1
"santificacion",1,1,0,0,0,0,0,0,1,0,1
"santificado",2,0,0,0,0,0,0,0,0,0,0
"santificar",1,1,0,1,0,0,1,1,1,0,1
"santo",2,1,0,1,0,0,0,1,1,0,1
"santuario",2,1,0,1,0,0,0,0,1,0,1
"sapo",1,0,0,0,1,0,0,0,0,1,0
"saquear",1,0,1,0,1,1,1,1,0,1,0
"sarampion",1,0,0,0,1,1,1,0,0,1,0
"sarcasmo",1,0,1,0,1,0,1,0,0,1,0
"sarcastico",1,0,0,0,0,0,0,0,0,1,0
"sarcoma",1,0,0,0,0,1,1,0,0,1,0
"sardonico",1,0,0,0,0,0,0,0,0,1,0
"sargento",1,0,0,0,0,0,0,0,0,0,0
"sarna",1,0,0,0,1,1,0,0,0,1,0
"sarpullido",1,0,0,0,1,0,0,0,0,1,0
"sarro",1,0,0,0,0,0,0,0,0,0,0
"sarten",2,0,0,0,0,0,0,0,0,0,0
"sastre",1,0,0,0,0,0,0,0,0,0,0
"sastreria",1,0,0,0,0,0,0,0,0,0,0
"satanico",1,0,1,0,0,0,0,0,0,1,0
"satelite",1,0,0,0,0,0,0,0,0,0,0
"satin",1,0,0,0,0,0,0,0,0,0,1
"satira",1,0,0,0,0,0,0,0,0,0,0
"satirico",1,0,0,0,0,0,0,0,0,0,0
"satisfaccion",1,0,0,0,0,0,0,0,0,0,0
"satisfacer",2,1,0,0,0,0,0,1,0,0,1
"satisfactoriamente",1,0,0,0,0,0,0,0,0,0,1
"satisfecho",1,1,0,0,0,0,0,0,0,0,1
"saturacion",1,0,0,0,0,0,0,0,0,0,0
"saturado",1,0,0,0,1,0,0,0,0,1,0
"saturar",1,0,0,0,0,0,0,0,0,0,0
"sauce",1,0,0,0,0,0,0,0,0,0,0
"sauna",1,0,0,0,0,0,0,0,0,0,0
"savia",1,0,0,0,0,0,1,0,0,1,0
"saxofon",1,0,0,0,0,0,0,0,0,0,0
"saxofono",1,0,0,0,0,0,0,0,0,0,0
"sayo",1,0,0,0,0,0,0,0,0,0,0
"sazonado",1,0,0,0,0,0,0,0,0,0,1
"sebo",1,0,0,0,0,0,0,0,0,0,0
"secadora",1,0,0,0,0,0,0,0,0,0,0
"secesion",1,0,0,0,0,0,0,0,0,1,0
"seco",2,0,0,0,0,0,0,0,0,0,0
"secrecion",1,0,0,0,1,0,0,0,0,1,0
"secretamente",1,0,0,0,0,0,0,0,0,0,0
"secretar",1,0,0,0,1,0,0,0,0,0,0
"secretaria",1,0,0,0,0,0,0,0,0,0,1
"secretario",1,0,0,0,0,0,0,0,0,0,0
"secreto",2,0,0,0,0,0,0,1,1,0,0
"secta",1,0,0,0,0,0,0,0,0,0,0
"sectario",1,0,1,0,0,1,0,0,0,1,0
"sector",1,0,0,0,0,0,0,0,0,0,0
"secuelas",1,0,1,0,1,1,1,0,0,1,0
"secuencia",1,0,0,0,0,0,0,0,0,0,0
"secuestrar",1,0,1,0,0,1,1,1,0,1,0
"secuestro",2,0,0,0,0,1,1,1,0,1,0
"secular",1,0,0,1,0,0,0,0,0,0,0
"secundario",2,0,0,0,0,0,0,0,1,0,1
"sed",1,0,0,1,0,0,1,1,0,0,0
"seda",1,0,0,0,0,0,0,0,0,0,1
"seda floja",1,0,0,0,0,0,0,0,0,0,0
"sedan",1,0,0,0,0,0,0,0,0,0,0
"sedante",1,0,0,0,0,0,0,0,0,0,0
"sede",1,0,0,0,0,0,0,0,0,0,0
"sedentario",1,0,0,0,0,0,0,0,0,0,0
"sedicion",1,0,1,0,0,0,1,0,0,1,0
"sediento",1,0,0,0,0,0,0,0,0,1,0
"sedimentario",1,0,0,0,0,0,0,0,0,0,0
"sedimento",1,0,0,0,0,0,0,0,0,0,0
"sedoso",1,0,0,0,0,0,0,0,0,0,0
"seduccion",1,0,0,0,0,0,0,0,0,1,0
"seduciendo",1,0,0,0,0,0,0,0,0,0,0
"seducir",2,1,0,1,0,0,0,1,0,1,1
"seductor",2,0,0,1,0,0,0,0,0,0,1
"segmento",1,0,0,0,0,0,0,0,0,0,0
"segregacion",1,0,0,0,0,0,0,0,0,0,0
"segregar",1,0,1,0,1,0,1,0,0,1,0
"seguidor",2,1,0,0,0,0,0,0,1,0,1
"seguir",2,0,0,1,0,0,0,0,1,0,1
"segunda mano",1,0,0,0,0,0,0,0,0,1,0
"seguridad",1,0,0,0,0,0,0,0,0,0,0
"seguridades",1,0,0,0,0,0,0,0,1,0,1
"seguro",3,1,0,0,0,0,0,0,1,0,1
"seleccion",1,0,0,0,0,0,0,0,0,0,0
"seleccione",1,0,0,0,0,0,0,0,0,0,0
"sello",1,0,0,0,0,0,0,0,1,0,1
"selva",1,0,0,0,0,1,0,0,0,0,0
"semaforo",1,0,0,0,0,0,0,0,0,0,0
"semana",1,0,0,0,0,0,0,0,0,0,0
"semanalmente",1,0,0,0,0,0,0,0,0,0,0
"semblante",1,0,0,0,0,0,0,0,0,0,0
"sembrar",1,0,0,0,0,0,0,0,0,0,0
"semejanza",3,0,0,0,0,0,0,0,0,0,0
"semen",1,0,0,0,0,0,0,0,0,0,0
"semental",2,0,0,0,0,0,0,0,0,0,1
"semilla",1,0,0,0,0,0,0,0,0,0,0
"semillero",1,0,0,0,0,0,0,0,0,0,0
"seminal",1,0,0,0,0,0,0,0,0,0,0
"seminario",2,0,0,0,0,0,0,0,0,0,0
"semiotica",1,0,0,0,0,0,0,0,0,0,0
"senado",1,0,0,0,0,0,0,0,1,0,0
"senador",1,0,0,0,0,0,0,0,0,0,0
"senal",3,0,0,1,0,0,0,0,0,0,0
"senalado",1,0,0,0,0,0,0,0,0,0,1
"senalizar",1,0,0,0,0,0,0,0,0,0,0
"sencillo",1,0,0,0,0,0,0,0,0,0,0
"sendero",3,0,0,0,0,0,0,0,0,0,0
"senectud",1,0,0,0,0,0,0,0,0,0,0
"senil",1,0,0,0,0,1,1,0,0,1,0
"senior",1,0,0,0,0,0,0,0,0,0,0
"seno",2,0,0,0,0,0,0,0,0,0,0
"senor",2,0,0,0,0,0,0,0,1,0,1
"senora",2,0,0,0,0,0,0,0,0,0,0
"senores",1,0,0,0,0,0,0,0,0,0,0
"senorio",2,0,0,0,0,0,0,0,0,0,1
"senorita",1,0,0,0,0,0,0,0,0,0,0
"sensacion",1,0,0,0,0,0,0,0,0,0,0
